Coefficient,feature,category,acronym,plot_index
0.11847330440691506,social-perceptual-feel,lexical,LEX,"(LEX)
social-perceptual-feel"
0.11610458971388882,social-cognitive-cause,lexical,LEX,"(LEX)
social-cognitive-cause"
0.1068673145634329,social-cognitive-certainty,lexical,LEX,"(LEX)
social-cognitive-certainty"
0.07989297074115376,social-perceptual-hear,lexical,LEX,"(LEX)
social-perceptual-hear"
0.06900431877795432,social-affiliation,lexical,LEX,"(LEX)
social-affiliation"
0.0642075671229212,social-achievement,lexical,LEX,"(LEX)
social-achievement"
0.05865855719188984,social-inclusive,lexical,LEX,"(LEX)
social-inclusive"
0.052547643637919084,ingesting,lexical,LEX,"(LEX)
ingesting"
0.0457982274931501,social-social-male,lexical,LEX,"(LEX)
social-social-male"
0.04510961174426198,body,lexical,LEX,"(LEX)
body"
0.0422931550756811,social-friendship,lexical,LEX,"(LEX)
social-friendship"
0.04226921585637955,social-perceptual-explore,lexical,LEX,"(LEX)
social-perceptual-explore"
0.04009690463930404,social-risk,lexical,LEX,"(LEX)
social-risk"
0.03725990119974387,social-social-family,lexical,LEX,"(LEX)
social-social-family"
0.03665927165417138,home,lexical,LEX,"(LEX)
home"
0.03392599755019621,social-perceptual-see,lexical,LEX,"(LEX)
social-perceptual-see"
0.03336722314165863,sex,lexical,LEX,"(LEX)
sex"
0.033109131551731785,personal-money,lexical,LEX,"(LEX)
personal-money"
0.027239435798554368,social-perceptual-surprise,lexical,LEX,"(LEX)
social-perceptual-surprise"
0.02422533872496846,social-social-female,lexical,LEX,"(LEX)
social-social-female"
0.023720469338115446,personal-religion,lexical,LEX,"(LEX)
personal-religion"
0.0216580679880507,persons,lexical,LEX,"(LEX)
persons"
0.020219848971060106,organisations,lexical,LEX,"(LEX)
organisations"
0.019271506616013845,others,lexical,LEX,"(LEX)
others"
0.019033362355580064,jobs,lexical,LEX,"(LEX)
jobs"
0.018657141798756882,locations,lexical,LEX,"(LEX)
locations"
0.0073266677235919175,crime,lexical,LEX,"(LEX)
crime"
0.001509282058343775,animals,lexical,LEX,"(LEX)
animals"
0.0012758137436641448,body-female-genitalia,lexical,LEX,"(LEX)
body-female-genitalia"
0.00041142461356091786,clothes,lexical,LEX,"(LEX)
clothes"
0.00021284260276788203,food,lexical,LEX,"(LEX)
food"
0.21558742556084987,morphology-adjectives,morphosyntax,MOR,"(MOR)
morphology-adjectives"
0.213206655922213,morphology-adjectives-qualifying,morphosyntax,MOR,"(MOR)
morphology-adjectives-qualifying"
0.20466150749933165,morphology-nouns,morphosyntax,MOR,"(MOR)
morphology-nouns"
0.18745436750868238,morphology-nouns-common,morphosyntax,MOR,"(MOR)
morphology-nouns-common"
0.18368666254594324,affixes-prefixes,morphosyntax,MOR,"(MOR)
affixes-prefixes"
0.18097862559146582,morphology-verbs-inflection-irregular,morphosyntax,MOR,"(MOR)
morphology-verbs-inflection-irregular"
0.1800455599420392,morphology-conjunctions,morphosyntax,MOR,"(MOR)
morphology-conjunctions"
0.17807942722961867,morphology-pronouns-personal-number,morphosyntax,MOR,"(MOR)
morphology-pronouns-personal-number"
0.17673288232555473,morphology-verbs-number,morphosyntax,MOR,"(MOR)
morphology-verbs-number"
0.17596884921589284,morphology-determiners,morphosyntax,MOR,"(MOR)
morphology-determiners"
0.174789941101813,morphology-determiners-articles,morphosyntax,MOR,"(MOR)
morphology-determiners-articles"
0.1725422217452457,morphology-prepositions,morphosyntax,MOR,"(MOR)
morphology-prepositions"
0.17146030833390213,morphology-verbs-number-singular-first,morphosyntax,MOR,"(MOR)
morphology-verbs-number-singular-first"
0.1705677759371267,morphology-verbs-number-singular,morphosyntax,MOR,"(MOR)
morphology-verbs-number-singular"
0.17026445117407585,morphology-pronouns-personal-person-second,morphosyntax,MOR,"(MOR)
morphology-pronouns-personal-person-second"
0.1688408737030649,affixes-suffixes,morphosyntax,MOR,"(MOR)
affixes-suffixes"
0.16883204168937738,morphology-pronouns-personal-person-first,morphosyntax,MOR,"(MOR)
morphology-pronouns-personal-person-first"
0.16729317416329037,affixes-suffixes-nominals,morphosyntax,MOR,"(MOR)
affixes-suffixes-nominals"
0.16626338977518618,morphology-pronouns-personal-number-singular,morphosyntax,MOR,"(MOR)
morphology-pronouns-personal-number-singular"
0.16624470363853794,morphology-pronouns-personal,morphosyntax,MOR,"(MOR)
morphology-pronouns-personal"
0.16579054043519292,morphology-prepositions-individual,morphosyntax,MOR,"(MOR)
morphology-prepositions-individual"
0.16536011820972574,morphology-pronouns-personal-number-plural,morphosyntax,MOR,"(MOR)
morphology-pronouns-personal-number-plural"
0.165215579924205,morphology-verbs-function-auxiliary,morphosyntax,MOR,"(MOR)
morphology-verbs-function-auxiliary"
0.1637545307353463,morphology-verbs-number-singular-third,morphosyntax,MOR,"(MOR)
morphology-verbs-number-singular-third"
0.16312874087788387,morphology-verbs-function-copulative,morphosyntax,MOR,"(MOR)
morphology-verbs-function-copulative"
0.16304116830357707,morphology-pronouns-personal-person,morphosyntax,MOR,"(MOR)
morphology-pronouns-personal-person"
0.16219577810084207,morphology-pronouns-personal-person-third,morphosyntax,MOR,"(MOR)
morphology-pronouns-personal-person-third"
0.16219299354093808,morphology-verbs-mode-indicative,morphosyntax,MOR,"(MOR)
morphology-verbs-mode-indicative"
0.15980922618655047,affixes-suffixes-adjectivizers,morphosyntax,MOR,"(MOR)
affixes-suffixes-adjectivizers"
0.1588140027444127,morphology-verbs-inflection-regular,morphosyntax,MOR,"(MOR)
morphology-verbs-inflection-regular"
0.1578926711341917,morphology-verbs-function-main,morphosyntax,MOR,"(MOR)
morphology-verbs-function-main"
0.15754994664090427,morphology-verbs-indicative-simple-imperative,morphosyntax,MOR,"(MOR)
morphology-verbs-indicative-simple-imperative"
0.15738593878498364,morphology-pronouns-impersonal,morphosyntax,MOR,"(MOR)
morphology-pronouns-impersonal"
0.15552535560460345,morphology-verbs-indicative-simple-present,morphosyntax,MOR,"(MOR)
morphology-verbs-indicative-simple-present"
0.15460035844910758,morphology-adverbs,morphosyntax,MOR,"(MOR)
morphology-adverbs"
0.15420858781357216,morphology-conjunctions-coordinating,morphosyntax,MOR,"(MOR)
morphology-conjunctions-coordinating"
0.15366544555398232,gender-words-masculine,morphosyntax,MOR,"(MOR)
gender-words-masculine"
0.15311302710671448,morphology-verbs-imperative,morphosyntax,MOR,"(MOR)
morphology-verbs-imperative"
0.1516941896778392,morphology-verbs-tense-present,morphosyntax,MOR,"(MOR)
morphology-verbs-tense-present"
0.15028125936481063,number-singular,morphosyntax,MOR,"(MOR)
number-singular"
0.149925398313278,morphology-verbs-intransitive,morphosyntax,MOR,"(MOR)
morphology-verbs-intransitive"
0.14992353115691692,morphology-pronouns-personal-gender,morphosyntax,MOR,"(MOR)
morphology-pronouns-personal-gender"
0.14984900926762057,morphology-verbs-indicative-simple,morphosyntax,MOR,"(MOR)
morphology-verbs-indicative-simple"
0.14431412229011187,morphology-verbs-transitive,morphosyntax,MOR,"(MOR)
morphology-verbs-transitive"
0.14140898354262754,morphology-conjunctions-subordinating,morphosyntax,MOR,"(MOR)
morphology-conjunctions-subordinating"
0.14113484898687956,gender-words-feminine,morphosyntax,MOR,"(MOR)
gender-words-feminine"
0.14080639136524642,morphology-pronouns-personal-gender-neutral,morphosyntax,MOR,"(MOR)
morphology-pronouns-personal-gender-neutral"
0.1397653291559826,morphology-verbs-subjunctive-simple,morphosyntax,MOR,"(MOR)
morphology-verbs-subjunctive-simple"
0.13225927147648164,morphology-verbs-subjunctive-simple-present,morphosyntax,MOR,"(MOR)
morphology-verbs-subjunctive-simple-present"
0.13192048130552614,morphology-verbs-number-singular-second,morphosyntax,MOR,"(MOR)
morphology-verbs-number-singular-second"
0.1282475851332947,morphology-verbs-mode-subjunctive,morphosyntax,MOR,"(MOR)
morphology-verbs-mode-subjunctive"
0.1270439987071179,affixes-suffixes-augmentative,morphosyntax,MOR,"(MOR)
affixes-suffixes-augmentative"
0.1264836469255468,morphology-verbs-nonfinite-infinitive,morphosyntax,MOR,"(MOR)
morphology-verbs-nonfinite-infinitive"
0.12324142216431522,morphology-pronouns,morphosyntax,MOR,"(MOR)
morphology-pronouns"
0.12239096492387791,number-plural,morphosyntax,MOR,"(MOR)
number-plural"
0.12152449053595893,morphology-verbs-nonfinite-participle,morphosyntax,MOR,"(MOR)
morphology-verbs-nonfinite-participle"
0.11478079243162576,affixes-suffixes-diminutives,morphosyntax,MOR,"(MOR)
affixes-suffixes-diminutives"
0.11366859045993971,morphology-adverbs-negation,morphosyntax,MOR,"(MOR)
morphology-adverbs-negation"
0.11299331849307981,morphology-nouns-proper,morphosyntax,MOR,"(MOR)
morphology-nouns-proper"
0.10951692271467817,morphology-pronouns-interrogative,morphosyntax,MOR,"(MOR)
morphology-pronouns-interrogative"
0.10347693355847509,morphology-verbs-indicative-compound,morphosyntax,MOR,"(MOR)
morphology-verbs-indicative-compound"
0.10140396072094848,morphology-verbs-tense-past,morphosyntax,MOR,"(MOR)
morphology-verbs-tense-past"
0.09528247457155103,morphology-determiners-possessive,morphosyntax,MOR,"(MOR)
morphology-determiners-possessive"
0.09477933742267464,morphology-verbs-number-plural,morphosyntax,MOR,"(MOR)
morphology-verbs-number-plural"
0.08902756832973813,morphology-verbs-number-plural-third,morphosyntax,MOR,"(MOR)
morphology-verbs-number-plural-third"
0.0848558660733767,morphology-verbs-indicative-compound-past-perfect,morphosyntax,MOR,"(MOR)
morphology-verbs-indicative-compound-past-perfect"
0.08096518299979838,affixes-suffixes-adverbializers,morphosyntax,MOR,"(MOR)
affixes-suffixes-adverbializers"
0.07125867425296128,morphology-pronouns-personal-enclitics,morphosyntax,MOR,"(MOR)
morphology-pronouns-personal-enclitics"
0.06461879387551805,morphology-pronouns-demonstrative,morphosyntax,MOR,"(MOR)
morphology-pronouns-demonstrative"
0.056148133544713374,morphology-verbs-nonfinite-gerund,morphosyntax,MOR,"(MOR)
morphology-verbs-nonfinite-gerund"
0.05416511500030685,morphology-determiners-demostrative,morphosyntax,MOR,"(MOR)
morphology-determiners-demostrative"
0.05213226175401564,morphology-pronouns-indefinite,morphosyntax,MOR,"(MOR)
morphology-pronouns-indefinite"
0.043907747571005906,morphology-verbs-indicative-simple-past,morphosyntax,MOR,"(MOR)
morphology-verbs-indicative-simple-past"
0.04078875906617929,morphology-nouns-female,morphosyntax,MOR,"(MOR)
morphology-nouns-female"
0.040107317559595845,morphology-adverbs-affirmation,morphosyntax,MOR,"(MOR)
morphology-adverbs-affirmation"
0.03832193684841112,morphology-determiners-indefinite,morphosyntax,MOR,"(MOR)
morphology-determiners-indefinite"
0.036168687856143134,morphology-verbs-conditional,morphosyntax,MOR,"(MOR)
morphology-verbs-conditional"
0.03339765185185639,affixes-suffixes-despective,morphosyntax,MOR,"(MOR)
affixes-suffixes-despective"
0.03321826357128943,morphology-determiners-total,morphosyntax,MOR,"(MOR)
morphology-determiners-total"
0.03224391748309996,morphology-adverbs-interrogative,morphosyntax,MOR,"(MOR)
morphology-adverbs-interrogative"
0.030671490861939432,morphology-verbs-indicative-simple-conditional,morphosyntax,MOR,"(MOR)
morphology-verbs-indicative-simple-conditional"
0.03065593829797164,morphology-adverbs-doubt-or-desire,morphosyntax,MOR,"(MOR)
morphology-adverbs-doubt-or-desire"
0.02826443464577455,morphology-verbs-indicative-compound-present-perfect,morphosyntax,MOR,"(MOR)
morphology-verbs-indicative-compound-present-perfect"
0.02796068823797304,morphology-pronouns-negative,morphosyntax,MOR,"(MOR)
morphology-pronouns-negative"
0.026979493989549574,morphology-interjections,morphosyntax,MOR,"(MOR)
morphology-interjections"
0.023391934973524986,morphology-verbs-indicative-simple-future,morphosyntax,MOR,"(MOR)
morphology-verbs-indicative-simple-future"
0.023304505005067977,morphology-nouns-male,morphosyntax,MOR,"(MOR)
morphology-nouns-male"
0.023212531763326716,morphology-verbs-subjunctive-simple-past,morphosyntax,MOR,"(MOR)
morphology-verbs-subjunctive-simple-past"
0.022770768855508106,morphology-verbs-number-plural-second,morphosyntax,MOR,"(MOR)
morphology-verbs-number-plural-second"
0.019372227738069903,morphology-prepositions-locutions,morphosyntax,MOR,"(MOR)
morphology-prepositions-locutions"
0.01917578704427436,morphology-adjectives-superlative,morphosyntax,MOR,"(MOR)
morphology-adjectives-superlative"
0.01808611832984619,morphology-pronouns-personal-gender-male,morphosyntax,MOR,"(MOR)
morphology-pronouns-personal-gender-male"
0.017794715527714278,affixes-suffixes-verbalizers,morphosyntax,MOR,"(MOR)
affixes-suffixes-verbalizers"
0.016131014348931938,morphology-adjectives-despective,morphosyntax,MOR,"(MOR)
morphology-adjectives-despective"
0.015931105829866787,morphology-nouns-numerals,morphosyntax,MOR,"(MOR)
morphology-nouns-numerals"
0.01556452087781146,morphology-verbs-tense-future,morphosyntax,MOR,"(MOR)
morphology-verbs-tense-future"
0.015001670625286678,morphology-verbs-number-plural-first,morphosyntax,MOR,"(MOR)
morphology-verbs-number-plural-first"
0.013875331600436525,morphology-nouns-topics-demonyms,morphosyntax,MOR,"(MOR)
morphology-nouns-topics-demonyms"
0.01224795517030941,morphology-pronouns-total,morphosyntax,MOR,"(MOR)
morphology-pronouns-total"
0.011340533827639998,morphology-determiners-emphatic,morphosyntax,MOR,"(MOR)
morphology-determiners-emphatic"
0.01133645251802351,morphology-adverbs-others,morphosyntax,MOR,"(MOR)
morphology-adverbs-others"
0.010011159851680773,morphology-verbs-subjunctive-compound-pluperfect,morphosyntax,MOR,"(MOR)
morphology-verbs-subjunctive-compound-pluperfect"
0.009943956544847143,morphology-verbs-subjunctive-simple-future,morphosyntax,MOR,"(MOR)
morphology-verbs-subjunctive-simple-future"
0.008778327281888654,morphology-verbs-subjunctive-compound,morphosyntax,MOR,"(MOR)
morphology-verbs-subjunctive-compound"
0.008594838269606164,morphology-nouns-dates-dmt,morphosyntax,MOR,"(MOR)
morphology-nouns-dates-dmt"
0.008471884286394893,morphology-nouns-topics-countries,morphosyntax,MOR,"(MOR)
morphology-nouns-topics-countries"
0.007683411216202085,morphology-nouns-dates-textual-days,morphosyntax,MOR,"(MOR)
morphology-nouns-dates-textual-days"
0.007457010202492675,morphology-determiners-negative,morphosyntax,MOR,"(MOR)
morphology-determiners-negative"
0.006983598526428381,morphology-verbs-subjunctive-compound-past-perfect,morphosyntax,MOR,"(MOR)
morphology-verbs-subjunctive-compound-past-perfect"
0.006746290750316852,morphology-verbs-periphrasis-temporal-aspect-phase,morphosyntax,MOR,"(MOR)
morphology-verbs-periphrasis-temporal-aspect-phase"
0.006715775787524247,morphology-verbs-periphrasis-temporal-aspect-temporal-recent-posteriority,morphosyntax,MOR,"(MOR)
morphology-verbs-periphrasis-temporal-aspect-temporal-recent-posteriority"
0.006448413352433846,morphology-pronouns-personal-gender-female,morphosyntax,MOR,"(MOR)
morphology-pronouns-personal-gender-female"
0.006408212870383956,morphology-verbs-periphrasis-temporal-aspect-temporal-current,morphosyntax,MOR,"(MOR)
morphology-verbs-periphrasis-temporal-aspect-temporal-current"
0.006382181680759658,morphology-nouns-dates-textual-long,morphosyntax,MOR,"(MOR)
morphology-nouns-dates-textual-long"
0.0060388751148696684,morphology-nouns-dates,morphosyntax,MOR,"(MOR)
morphology-nouns-dates"
0.006008901807908362,morphology-determiners-relative,morphosyntax,MOR,"(MOR)
morphology-determiners-relative"
0.005226158046129026,morphology-verbs-periphrasis-temporal-aspect-temporal-ending,morphosyntax,MOR,"(MOR)
morphology-verbs-periphrasis-temporal-aspect-temporal-ending"
0.004896819225111315,morphology-verbs-periphrasis-temporal-aspect-temporal-transitional,morphosyntax,MOR,"(MOR)
morphology-verbs-periphrasis-temporal-aspect-temporal-transitional"
0.00486619945068556,gender-words-common,morphosyntax,MOR,"(MOR)
gender-words-common"
0.00435009596929925,morphology-verbs-periphrasis-temporal-aspect-temporal-habit,morphosyntax,MOR,"(MOR)
morphology-verbs-periphrasis-temporal-aspect-temporal-habit"
0.00395234222096974,morphology-verbs-periphrasis-modals-obligation,morphosyntax,MOR,"(MOR)
morphology-verbs-periphrasis-modals-obligation"
0.003526244670959855,morphology-verbs-indicative-compound-future-perfect,morphosyntax,MOR,"(MOR)
morphology-verbs-indicative-compound-future-perfect"
0.0033364607842432115,morphology-nouns-topics-capitals,morphosyntax,MOR,"(MOR)
morphology-nouns-topics-capitals"
0.003236713374742184,morphology-verbs-periphrasis,morphosyntax,MOR,"(MOR)
morphology-verbs-periphrasis"
0.003116500021866919,morphology-nouns-dates-mdy,morphosyntax,MOR,"(MOR)
morphology-nouns-dates-mdy"
0.002957766774128512,morphology-verbs-periphrasis-temporal-aspect-temporal-initial,morphosyntax,MOR,"(MOR)
morphology-verbs-periphrasis-temporal-aspect-temporal-initial"
0.002657098768659605,gender-words-neutral,morphosyntax,MOR,"(MOR)
gender-words-neutral"
0.002636480944848252,morphology-nouns-dates-ymd,morphosyntax,MOR,"(MOR)
morphology-nouns-dates-ymd"
0.0023571100835768632,morphology-verbs-indicative-compound-pluperfect,morphosyntax,MOR,"(MOR)
morphology-verbs-indicative-compound-pluperfect"
0.002302513487357327,morphology-nouns-dates-textual-short,morphosyntax,MOR,"(MOR)
morphology-nouns-dates-textual-short"
0.002131985773337064,morphology-verbs-indicative-compound-conditional-perfect,morphosyntax,MOR,"(MOR)
morphology-verbs-indicative-compound-conditional-perfect"
0.0018541859721667997,morphology-nouns-topics-colors,morphosyntax,MOR,"(MOR)
morphology-nouns-topics-colors"
0.0015301688527751267,morphology-determiners-reciprocal,morphosyntax,MOR,"(MOR)
morphology-determiners-reciprocal"
0.00046057225421414216,morphology-pronouns-relative,morphosyntax,MOR,"(MOR)
morphology-pronouns-relative"
0.00039292681371660976,morphology-pronouns-reciprocal,morphosyntax,MOR,"(MOR)
morphology-pronouns-reciprocal"
0.010003268171465685,expressive-lengthening,phonetics,PHO,"(PHO)
expressive-lengthening"
0.006400589337849372,phonetics,phonetics,PHO,"(PHO)
phonetics"
0.042703030906741546,figurative-language-similes,pragmatics,PRA,"(PRA)
figurative-language-similes"
0.02506748500006095,courtesy-forms,pragmatics,PRA,"(PRA)
courtesy-forms"
0.01520662649476856,courtesy-forms-general,pragmatics,PRA,"(PRA)
courtesy-forms-general"
0.014325553315091444,courtesy-forms-farewell,pragmatics,PRA,"(PRA)
courtesy-forms-farewell"
0.011622445310966345,discourse-markers-structuring-order,pragmatics,PRA,"(PRA)
discourse-markers-structuring-order"
0.011250093569900699,discourse-markers-connectors,pragmatics,PRA,"(PRA)
discourse-markers-connectors"
0.008290801051046959,figurative-language-understatements,pragmatics,PRA,"(PRA)
figurative-language-understatements"
0.00798888709674328,figurative-language-hyperboles,pragmatics,PRA,"(PRA)
figurative-language-hyperboles"
0.007502151567688742,figurative-language-metaphors,pragmatics,PRA,"(PRA)
figurative-language-metaphors"
0.0067492217502813645,discourse-markers-structuring,pragmatics,PRA,"(PRA)
discourse-markers-structuring"
0.006010367929567995,courtesy-forms-requirements,pragmatics,PRA,"(PRA)
courtesy-forms-requirements"
0.0054613586909662,figurative-language-verbal-irony,pragmatics,PRA,"(PRA)
figurative-language-verbal-irony"
0.005356058833689836,discourse-markers-connectors-additive,pragmatics,PRA,"(PRA)
discourse-markers-connectors-additive"
0.004820166444103435,discourse-markers-connectors-counter-augmentative,pragmatics,PRA,"(PRA)
discourse-markers-connectors-counter-augmentative"
0.004732704827677736,discourse-markers-argumentative-concretion,pragmatics,PRA,"(PRA)
discourse-markers-argumentative-concretion"
0.004250861363260139,courtesy-forms-greetings,pragmatics,PRA,"(PRA)
courtesy-forms-greetings"
0.0036576358784121688,discourse-markers-argumentative-reinforcement,pragmatics,PRA,"(PRA)
discourse-markers-argumentative-reinforcement"
0.0031260885674777583,discourse-markers-reformers-distance,pragmatics,PRA,"(PRA)
discourse-markers-reformers-distance"
0.0028764666932619143,discourse-markers-connectors-consecutive,pragmatics,PRA,"(PRA)
discourse-markers-connectors-consecutive"
0.00206752394848575,discourse-markers-structuring-commenters,pragmatics,PRA,"(PRA)
discourse-markers-structuring-commenters"
0.0009065811441608673,figurative-language-idiomatics-expressions,pragmatics,PRA,"(PRA)
figurative-language-idiomatics-expressions"
0.33372576599741777,processes-negative-sad,psycholinguistic,PSY,"(PSY)
processes-negative-sad"
0.26175479942576896,processes-negative-anger,psycholinguistic,PSY,"(PSY)
processes-negative-anger"
0.23224833152689506,processes-negative-general,psycholinguistic,PSY,"(PSY)
processes-negative-general"
0.22806864779422975,processes-negative,psycholinguistic,PSY,"(PSY)
processes-negative"
0.18827831946578444,processes-negative-anxiety,psycholinguistic,PSY,"(PSY)
processes-negative-anxiety"
0.18046301976877643,processes,psycholinguistic,PSY,"(PSY)
processes"
0.1563984317015752,processes-positive,psycholinguistic,PSY,"(PSY)
processes-positive"
0.1406619135488123,processes-positive-general,psycholinguistic,PSY,"(PSY)
processes-positive-general"
0.07896168481889232,processes-positive-pleasure,psycholinguistic,PSY,"(PSY)
processes-positive-pleasure"
0.010697153471925347,processes-negative-emoticons,psycholinguistic,PSY,"(PSY)
processes-negative-emoticons"
0.009496986860335621,processes-positive-emoticons,psycholinguistic,PSY,"(PSY)
processes-positive-emoticons"
0.06475861979823616,informal-speech-colloquialisms,register,REG,"(REG)
informal-speech-colloquialisms"
0.042676105444340084,offensive-speech,register,REG,"(REG)
offensive-speech"
0.03523130169884814,informal-speech-assent,register,REG,"(REG)
informal-speech-assent"
0.030221288299107307,offensive-speech-soft,register,REG,"(REG)
offensive-speech-soft"
0.02640864965649037,offensive-speech-strong,register,REG,"(REG)
offensive-speech-strong"
0.02604700743385102,informal-speech-swear,register,REG,"(REG)
informal-speech-swear"
0.018540973330617216,polite-language-cultisms,register,REG,"(REG)
polite-language-cultisms"
0.01284140250904775,informal-speech-sms,register,REG,"(REG)
informal-speech-sms"
0.00749161447935931,informal-speech-nonfluencies,register,REG,"(REG)
informal-speech-nonfluencies"
0.00019391461273476907,polite-language-latinisms,register,REG,"(REG)
polite-language-latinisms"
0.009541583082246952,dysfemisms,semantics,,
0.0034083580804975533,euphemisms,semantics,,
0.043748769309244206,urls,social media,SOC,"(SOC)
urls"
0.024481227126616822,mentions-in-the-middle,social media,SOC,"(SOC)
mentions-in-the-middle"
0.02130035545314035,hashtags,social media,SOC,"(SOC)
hashtags"
0.020452149915143103,mentions,social media,SOC,"(SOC)
mentions"
0.005577302375698867,reply-female,social media,SOC,"(SOC)
reply-female"
0.0019804272773082943,jargon,social media,SOC,"(SOC)
jargon"
0.0002602665829103401,emoticons,social media,SOC,"(SOC)
emoticons"
0.3070971763195862,corpus-length,stylometry,STY,"(STY)
corpus-length"
0.29438471344208406,corpus-syllabes-count,stylometry,STY,"(STY)
corpus-syllabes-count"
0.2912354693235639,corpus-words-count,stylometry,STY,"(STY)
corpus-words-count"
0.23344369702381274,corpus-words-per-sentence,stylometry,STY,"(STY)
corpus-words-per-sentence"
0.19173105565064352,corpus-titlecase,stylometry,STY,"(STY)
corpus-titlecase"
0.18888661971007137,punctuation-symbols-fullstop,stylometry,STY,"(STY)
punctuation-symbols-fullstop"
0.18386923033034996,corpus-words-with-4ltr,stylometry,STY,"(STY)
corpus-words-with-4ltr"
0.1795990374949743,corpus-inflesz,stylometry,STY,"(STY)
corpus-inflesz"
0.1732705030443662,punctuation-symbols-space,stylometry,STY,"(STY)
punctuation-symbols-space"
0.16810548528817426,corpus-words-with-8ltr,stylometry,STY,"(STY)
corpus-words-with-8ltr"
0.16689076058296282,corpus-readability,stylometry,STY,"(STY)
corpus-readability"
0.16685685816633544,corpus-TTR-standard,stylometry,STY,"(STY)
corpus-TTR-standard"
0.16628458724155726,corpus-words-with-1ltr,stylometry,STY,"(STY)
corpus-words-with-1ltr"
0.16536913793063723,corpus-words-with-5ltr,stylometry,STY,"(STY)
corpus-words-with-5ltr"
0.16419298491887835,corpus-TTR,stylometry,STY,"(STY)
corpus-TTR"
0.1610745168014085,corpus-words-with-7ltr,stylometry,STY,"(STY)
corpus-words-with-7ltr"
0.16077911811835577,corpus-syllabes-per-word,stylometry,STY,"(STY)
corpus-syllabes-per-word"
0.15833652069715765,corpus-words-with-2ltr,stylometry,STY,"(STY)
corpus-words-with-2ltr"
0.1561568091902532,corpus-words-longer-6tr,stylometry,STY,"(STY)
corpus-words-longer-6tr"
0.15577359889511344,corpus-words-with-9ltr,stylometry,STY,"(STY)
corpus-words-with-9ltr"
0.15438490840343055,corpus-words-with-6ltr,stylometry,STY,"(STY)
corpus-words-with-6ltr"
0.149870549832261,corpus-words-with-3ltr,stylometry,STY,"(STY)
corpus-words-with-3ltr"
0.1417120225141697,corpus-words-length-avg,stylometry,STY,"(STY)
corpus-words-length-avg"
0.1309745051181972,punctuation-symbols-commas,stylometry,STY,"(STY)
punctuation-symbols-commas"
0.1266175272676051,punctuation-symbols-colons,stylometry,STY,"(STY)
punctuation-symbols-colons"
0.1251302563571408,corpus-words-with-10ltr,stylometry,STY,"(STY)
corpus-words-with-10ltr"
0.10111357620885775,corpus-words-with-11ltr,stylometry,STY,"(STY)
corpus-words-with-11ltr"
0.09738913482502021,sentences-count,stylometry,STY,"(STY)
sentences-count"
0.06649738390590176,corpus-words-with-12ltr,stylometry,STY,"(STY)
corpus-words-with-12ltr"
0.06585016876551553,corpus-uppercase,stylometry,STY,"(STY)
corpus-uppercase"
0.06500928301372166,punctuation-symbols-backslash,stylometry,STY,"(STY)
punctuation-symbols-backslash"
0.06440985430151835,punctuation-symbols-numero-sign,stylometry,STY,"(STY)
punctuation-symbols-numero-sign"
0.055570985809685336,punctuation-symbols-quotation-close,stylometry,STY,"(STY)
punctuation-symbols-quotation-close"
0.05364761262313955,punctuation-symbols-quotation-open,stylometry,STY,"(STY)
punctuation-symbols-quotation-open"
